first_name,last_name,residence,phone_number,email,age,tariff_plan,contract_type,customer_type,income_level,contract_satisfaction,monthly_price,years_in_company,monthly_usage_hours,num_family_lines,churn_probability,churn_reason,recommended_retention_strategy
Belen,Gonzalez,"Valencia, España",+34 624218388,belen.gonzalez@hotmail.com,47,Mobile + Fiber (Standard),Monthly,Single,Medium,Medium,55.36,4,52,3,High,Moving to Another Provider,
Enrique,Aguilar,"Bilbao, España",+34 634085970,enrique.aguilar@hotmail.com,77,Fiber Only (Basic),Monthly,Family,Medium,Medium,29.14,1,103,0,Medium,,
Emma,Flores,"Bilbao, España",+34 684757254,emma.flores@hotmail.com,27,Fiber + TV + Mobile (Basic),Annual,Family,High,Medium,50.51,10,239,2,Medium,,
Patricia,Molina,"Bilbao, España",+34 645385911,patricia.molina@hotmail.com,43,Fiber Only (Basic),Monthly,Family,Low,High,20.9,7,121,0,Low,,
Teresa,Romero,"Sevilla, España",+34 615586066,teresa.romero@hotmail.com,44,Mobile - Basic,Annual,Family,Low,Low,15.34,4,96,1,High,Better Offers Elsewhere,
Daniel,Ramos,"Zaragoza, España",+34 619314095,daniel.ramos@hotmail.com,75,Fiber Only (Basic),Monthly,Family,Medium,Low,23.44,2,221,0,High,High Price,
Hugo,Torres,"Bilbao, España",+34 649339128,hugo.torres@hotmail.com,74,Mobile + Fiber (Standard),Monthly,Couple,Low,High,54.15,3,212,3,Low,,
Andrea,Vega,"Madrid, España",+34 635406682,andrea.vega@hotmail.com,64,Fiber + TV + Mobile (Premium),Annual,Single,Medium,Medium,71.23,8,290,4,Low,,
Maria,Alvarez,"Zaragoza, España",+34 675325582,maria.alvarez@hotmail.com,53,Fiber + TV,Monthly,Family,Medium,Medium,35.09,3,230,0,Medium,,
Miguel,Santos,"Valencia, España",+34 688120017,miguel.santos@hotmail.com,53,Mobile + Fiber (Standard),Annual,Couple,High,Medium,54.46,9,204,3,Low,,
Alejandro,Dominguez,"Bilbao, España",+34 603873441,alejandro.dominguez@hotmail.com,76,Fiber + TV + Mobile (Basic),Annual,Couple,Medium,High,59.06,8,239,2,Low,,
Alicia,Ramirez,"Sevilla, España",+34 602835165,alicia.ramirez@hotmail.com,38,Mobile - Standard,Annual,Single,Low,Medium,22.35,6,53,2,Low,,
Julian,Gomez,"Bilbao, España",+34 678010907,julian.gomez@hotmail.com,33,Fiber + TV + Mobile (Unlimited),Annual,Couple,Low,High,93.1,4,236,6,Low,,
Javier,Fernandez,"Sevilla, España",+34 649173670,javier.fernandez@hotmail.com,23,Mobile + Fiber (Standard),Monthly,Family,Medium,Low,53.66,1,108,3,High,Low Data Allowance,Upgrade to Better Plan
Julia,Campos,"Bilbao, España",+34 650038049,julia.campos@hotmail.com,75,Fiber + TV,Monthly,Single,Medium,Medium,39.35,2,274,0,Low,,
David,Marquez,"Zaragoza, España",+34 670073876,david.marquez@hotmail.com,61,Fiber + TV + Mobile (Basic),Annual,Couple,High,Medium,51.11,9,72,2,Low,,
Jose,Garcia,"Sevilla, España",+34 631345672,jose.garcia@hotmail.com,35,Fiber Only (Premium),Annual,Family,High,Low,43.47,5,275,0,Medium,,
Bianca,Herrera,"Zaragoza, España",+34 685972009,bianca.herrera@hotmail.com,33,Fiber Only (Basic),Annual,Family,Medium,Medium,20.63,5,84,0,Low,,
Olga,Castro,"Bilbao, España",+34 608103234,olga.castro@hotmail.com,48,Fiber Only (Premium),Annual,Couple,Low,Medium,41.1,3,203,0,High,Poor Service,
Martina,Martinez,"Bilbao, España",+34 620664861,martina.martinez@hotmail.com,23,Mobile - Basic,Monthly,Family,Low,High,15.12,3,247,1,Low,,
Veronica,Sanchez,"Valencia, España",+34 647304490,veronica.sanchez@hotmail.com,60,Mobile - Basic,Monthly,Single,High,High,15.55,8,297,1,Low,,
Noelia,Moreno,"Bilbao, España",+34 602174748,noelia.moreno@hotmail.com,70,Fiber + TV + Mobile (Basic),Monthly,Single,High,Low,58.73,2,77,2,Medium,,
Valeria,Morales,"Bilbao, España",+34 695206554,valeria.morales@hotmail.com,55,Mobile + Fiber (Standard),Monthly,Family,High,High,55.39,5,158,3,Low,,
Estefania,Ortega,"Sevilla, España",+34 661724207,estefania.ortega@hotmail.com,21,Mobile - Standard,Annual,Single,Medium,High,20.97,9,187,2,Low,,
Fatima,Diaz,"Sevilla, España",+34 685604476,fatima.diaz@hotmail.com,41,Fiber + TV + Mobile (Basic),Monthly,Family,Low,High,54.77,7,134,2,Low,,
Pedro,Leon,"Sevilla, España",+34 687595069,pedro.leon@hotmail.com,37,Fiber + TV + Mobile (Unlimited),Annual,Family,Low,Low,90.59,1,59,6,High,Poor Service,
Raquel,Reyes,"Bilbao, España",+34 679805132,raquel.reyes@hotmail.com,63,Fiber + TV + Mobile (Premium),Annual,Single,Low,Medium,72.17,1,51,4,Low,,
Lorena,Castillo,"Sevilla, España",+34 606667143,lorena.castillo@hotmail.com,63,Mobile + Fiber (Standard),Monthly,Couple,High,Medium,51.63,3,201,3,High,Poor Service,Dedicated Customer Support
Beatriz,Gil,"Sevilla, España",+34 641060942,beatriz.gil@hotmail.com,60,Fiber Only (Premium),Monthly,Single,High,High,46.62,6,82,0,Low,,
Rosa,Muñoz,"Zaragoza, España",+34 676704828,rosa.muñoz@hotmail.com,59,Fiber + TV + Mobile (Basic),Annual,Single,Low,Medium,55.84,2,131,2,Low,,
Roberto,Vazquez,"Sevilla, España",+34 600338782,roberto.vazquez@hotmail.com,38,Mobile - Unlimited,Annual,Family,Low,High,46.64,8,35,4,Low,,
Marta,Lopez,"Bilbao, España",+34 672342353,marta.lopez@hotmail.com,69,Fiber + TV + Mobile (Premium),Annual,Couple,Low,High,75.34,9,26,4,Low,,
Angela,Mendez,"Valencia, España",+34 664749582,angela.mendez@hotmail.com,27,Mobile - Basic,Monthly,Family,Low,High,19.89,7,101,1,Medium,,
Violeta,Hernandez,"Bilbao, España",+34 637570806,violeta.hernandez@hotmail.com,71,Fiber + TV + Mobile (Basic),Annual,Couple,High,High,54.5,9,240,2,Low,,
Juan,Jimenez,"Sevilla, España",+34 686934296,juan.jimenez@hotmail.com,55,Mobile - Standard,Annual,Couple,High,Low,22.57,1,134,2,High,High Price,
Joaquin,Perez,"Málaga, España",+34 680695522,joaquin.perez@hotmail.com,24,Fiber + TV + Mobile (Unlimited),Annual,Single,Low,High,93.47,9,156,6,Low,,
Tamara,Rodriguez,"Sevilla, España",+34 651490198,tamara.rodriguez@hotmail.com,65,Fiber + TV + Mobile (Premium),Monthly,Single,Low,Low,78.06,1,248,4,High,Poor Service,
Camila,Iglesias,"Bilbao, España",+34 673959775,camila.iglesias@hotmail.com,34,Fiber + TV,Annual,Couple,Medium,Medium,36.52,6,36,0,Medium,,
Francisco,Ruiz,"Bilbao, España",+34 658534520,francisco.ruiz@hotmail.com,61,Fiber + TV + Mobile (Unlimited),Monthly,Family,High,Low,95.73,1,271,6,High,Better Offers Elsewhere,
Pablo,Peña,"Barcelona, España",+34 683302597,pablo.peña@hotmail.com,56,Mobile - Standard,Monthly,Single,Low,Low,25.59,2,208,2,Medium,,
Celeste,Cano,"Barcelona, España",+34 662255406,celeste.cano@hotmail.com,52,Mobile - Standard,Annual,Couple,High,Low,25.11,4,62,2,High,No Longer Needed,Contract Freeze
Gabriel,Guerrero,"Barcelona, España",+34 656012167,gabriel.guerrero@hotmail.com,36,Fiber + TV + Mobile (Basic),Annual,Single,Medium,High,55.93,4,224,2,Low,,
Nuria,Blanco,"Málaga, España",+34 682595184,nuria.blanco@hotmail.com,75,Fiber + TV + Mobile (Basic),Monthly,Single,High,Medium,53.72,1,43,2,High,Moving to Another Provider,
Sara,Serrano,"Valencia, España",+34 605381534,sara.serrano@hotmail.com,78,Fiber Only (Premium),Monthly,Single,Medium,Medium,42.42,4,219,0,High,No Longer Needed,Contract Freeze
Ruben,Martin,"Madrid, España",+34 607267174,ruben.martin@hotmail.com,52,Fiber + TV + Mobile (Basic),Monthly,Single,Low,Low,54.05,4,90,2,High,Low Data Allowance,Upgrade to Better Plan
Ricardo,Gutierrez,"Málaga, España",+34 642558532,ricardo.gutierrez@hotmail.com,31,Mobile - Unlimited,Monthly,Single,Low,Low,47.91,3,267,4,High,No Longer Needed,
Laura,Cruz,"Madrid, España",+34 662986363,laura.cruz@hotmail.com,68,Fiber + TV,Annual,Couple,High,Low,32.6,1,38,0,High,Poor Service,Dedicated Customer Support
Ana,Ortiz,"Valencia, España",+34 690528632,ana.ortiz@hotmail.com,30,Fiber + TV + Mobile (Premium),Monthly,Couple,Medium,Low,73.35,1,43,4,Medium,,
Fernando,Delgado,"Madrid, España",+34 613057402,fernando.delgado@hotmail.com,38,Fiber Only (Premium),Monthly,Couple,Low,Medium,43.53,1,62,0,Low,,
Emilio,Navarro,"Sevilla, España",+34 651286726,emilio.navarro@hotmail.com,22,Fiber Only (Basic),Monthly,Single,High,High,29.98,3,243,0,Low,,
Rocio,Gonzalez,"Valencia, España",+34 679351839,rocio.gonzalez@hotmail.com,19,Fiber + TV + Mobile (Premium),Monthly,Family,High,High,78.54,9,142,4,Low,,
Oscar,Aguilar,"Valencia, España",+34 670882374,oscar.aguilar@hotmail.com,19,Mobile - Standard,Monthly,Single,High,Low,26.74,5,201,2,High,Low Data Allowance,Extra Data Package
Ariadna,Flores,"Valencia, España",+34 616550934,ariadna.flores@hotmail.com,59,Fiber Only (Premium),Annual,Single,Low,Low,48.45,1,78,0,Medium,,
Mario,Molina,"Zaragoza, España",+34 692735130,mario.molina@hotmail.com,28,Mobile - Unlimited,Monthly,Family,Low,High,46.18,6,188,4,Low,,
Montserrat,Romero,"Valencia, España",+34 600292463,montserrat.romero@hotmail.com,18,Mobile - Unlimited,Annual,Single,High,Medium,48.76,7,34,4,Medium,,
Elena,Ramos,"Barcelona, España",+34 699304440,elena.ramos@hotmail.com,41,Mobile - Unlimited,Monthly,Couple,Medium,Low,46.38,1,156,4,Medium,,
Claudia,Torres,"Bilbao, España",+34 682787230,claudia.torres@hotmail.com,59,Fiber + TV,Monthly,Couple,Medium,Low,39.49,4,176,0,High,High Price,
Sofia,Vega,"Bilbao, España",+34 638306720,sofia.vega@hotmail.com,57,Fiber + TV + Mobile (Premium),Monthly,Couple,Low,High,78.31,7,210,4,Low,,
Daniela,Alvarez,"Zaragoza, España",+34 602494601,daniela.alvarez@hotmail.com,31,Mobile + Fiber (Standard),Annual,Single,Medium,High,54.04,9,206,3,Low,,
Carolina,Santos,"Bilbao, España",+34 642862323,carolina.santos@hotmail.com,74,Fiber Only (Basic),Annual,Couple,Low,High,24.59,6,192,0,Low,,
Victoria,Dominguez,"Málaga, España",+34 671368024,victoria.dominguez@hotmail.com,78,Mobile - Basic,Monthly,Couple,High,Medium,15.51,7,293,1,Low,,
Ismael,Ramirez,"Zaragoza, España",+34 653309576,ismael.ramirez@hotmail.com,67,Mobile - Standard,Annual,Family,High,Low,20.86,2,97,2,Medium,,
Raul,Gomez,"Sevilla, España",+34 624627119,raul.gomez@hotmail.com,65,Fiber + TV + Mobile (Basic),Annual,Couple,Medium,High,58.26,6,143,2,Low,,
Gabriela,Fernandez,"Barcelona, España",+34 627521408,gabriela.fernandez@hotmail.com,56,Fiber Only (Basic),Annual,Couple,Low,Medium,24.47,1,189,0,High,No Longer Needed,Contract Freeze
Paula,Campos,"Sevilla, España",+34 689216456,paula.campos@hotmail.com,64,Mobile - Standard,Monthly,Single,High,Low,27.83,4,208,2,High,Poor Service,Dedicated Customer Support
Irene,Marquez,"Valencia, España",+34 681442637,irene.marquez@hotmail.com,57,Mobile - Basic,Annual,Family,High,Low,17.4,3,118,1,High,High Price,
Mireia,Garcia,"Málaga, España",+34 635167003,mireia.garcia@hotmail.com,54,Fiber Only (Premium),Monthly,Family,Low,Medium,46.58,6,191,0,Low,,
Isabel,Herrera,"Valencia, España",+34 679433162,isabel.herrera@hotmail.com,75,Fiber Only (Premium),Monthly,Family,High,Low,46.29,5,240,0,Medium,,
Natalia,Castro,"Sevilla, España",+34 614264136,natalia.castro@hotmail.com,28,Fiber Only (Basic),Monthly,Family,Low,Low,26.73,1,42,0,Medium,,
Manuel,Martinez,"Zaragoza, España",+34 608461476,manuel.martinez@hotmail.com,61,Fiber + TV + Mobile (Unlimited),Monthly,Family,Medium,High,94.86,6,261,6,Low,,
Silvia,Sanchez,"Zaragoza, España",+34 659642131,silvia.sanchez@hotmail.com,76,Fiber + TV + Mobile (Basic),Annual,Couple,High,High,58.23,7,230,2,Low,,
Marina,Moreno,"Sevilla, España",+34 656375623,marina.moreno@hotmail.com,62,Fiber + TV + Mobile (Premium),Annual,Single,Medium,Low,76.47,3,208,4,High,Low Data Allowance,Extra Data Package
Lucia,Morales,"Málaga, España",+34 647377965,lucia.morales@hotmail.com,71,Fiber + TV,Annual,Couple,High,Medium,37.14,8,284,0,High,Better Offers Elsewhere,
Felipe,Ortega,"Málaga, España",+34 671957190,felipe.ortega@hotmail.com,22,Fiber + TV + Mobile (Unlimited),Monthly,Family,High,Low,95.2,4,84,6,High,Moving to Another Provider,
Esteban,Diaz,"Sevilla, España",+34 606261199,esteban.diaz@hotmail.com,33,Mobile - Basic,Monthly,Couple,Low,High,12.8,6,111,1,Low,,
Ignacio,Leon,"Sevilla, España",+34 686051107,ignacio.leon@hotmail.com,71,Fiber Only (Premium),Annual,Single,High,Medium,47.49,5,170,0,Medium,,
Antonio,Reyes,"Zaragoza, España",+34 678889452,antonio.reyes@hotmail.com,44,Mobile - Unlimited,Monthly,Couple,High,Medium,42.88,2,296,4,Low,,
Sergio,Castillo,"Sevilla, España",+34 614673087,sergio.castillo@hotmail.com,49,Mobile + Fiber (Standard),Monthly,Couple,Low,High,52.49,6,39,3,Medium,,
Lucas,Gil,"Sevilla, España",+34 634715776,lucas.gil@hotmail.com,71,Mobile + Fiber (Standard),Annual,Family,High,Low,57.6,2,143,3,Medium,,
Marisol,Muñoz,"Málaga, España",+34 638090218,marisol.muñoz@hotmail.com,79,Fiber Only (Basic),Monthly,Couple,Medium,Medium,25.92,6,211,0,Medium,,
Diego,Vazquez,"Bilbao, España",+34 667699815,diego.vazquez@hotmail.com,29,Mobile - Standard,Monthly,Family,Medium,High,27.72,9,131,2,Low,,
Carla,Lopez,"Bilbao, España",+34 691480423,carla.lopez@hotmail.com,43,Mobile + Fiber (Standard),Monthly,Single,Low,High,50.26,9,168,3,Low,,
Florencia,Mendez,"Sevilla, España",+34 638048295,florencia.mendez@hotmail.com,36,Mobile + Fiber (Standard),Annual,Family,Medium,Medium,57.12,6,259,3,High,Better Offers Elsewhere,
Salvador,Hernandez,"Sevilla, España",+34 675316446,salvador.hernandez@hotmail.com,38,Fiber + TV + Mobile (Premium),Annual,Single,Low,High,74.72,10,262,4,Low,,
Victor,Jimenez,"Zaragoza, España",+34 611721056,victor.jimenez@hotmail.com,38,Fiber Only (Premium),Annual,Couple,Medium,Medium,49.6,6,259,0,High,Low Data Allowance,Extra Data Package
Vanessa,Perez,"Barcelona, España",+34 643384543,vanessa.perez@hotmail.com,37,Fiber + TV + Mobile (Unlimited),Monthly,Couple,High,Medium,98.44,8,221,6,High,Better Offers Elsewhere,
Clara,Rodriguez,"Zaragoza, España",+34 631467417,clara.rodriguez@hotmail.com,55,Fiber + TV + Mobile (Premium),Annual,Single,High,Low,72.56,3,119,4,High,Low Data Allowance,Upgrade to Better Plan
Carmen,Iglesias,"Zaragoza, España",+34 672693323,carmen.iglesias@hotmail.com,37,Fiber Only (Basic),Annual,Family,Medium,High,24.6,6,63,0,Low,,
Lidia,Ruiz,"Barcelona, España",+34 612190123,lidia.ruiz@hotmail.com,34,Mobile - Unlimited,Annual,Single,Low,Low,42.67,3,288,4,Medium,,
Carlos,Peña,"Valencia, España",+34 650190587,carlos.peña@hotmail.com,47,Fiber + TV + Mobile (Unlimited),Annual,Single,Low,Medium,94.58,8,257,6,Medium,,
Cristina,Cano,"Zaragoza, España",+34 697388667,cristina.cano@hotmail.com,28,Fiber Only (Basic),Annual,Single,High,High,22.79,8,144,0,Low,,
Diana,Guerrero,"Madrid, España",+34 641928953,diana.guerrero@hotmail.com,60,Fiber + TV + Mobile (Basic),Annual,Family,Medium,Low,50.02,1,26,2,High,Better Offers Elsewhere,
Sandra,Blanco,"Zaragoza, España",+34 601128147,sandra.blanco@hotmail.com,35,Mobile - Standard,Monthly,Family,Medium,High,26.97,9,294,2,Low,,
Andres,Serrano,"Zaragoza, España",+34 653172284,andres.serrano@hotmail.com,62,Fiber Only (Premium),Annual,Single,Low,Low,45.46,1,128,0,High,Low Data Allowance,Upgrade to Better Plan
Milagros,Martin,"Zaragoza, España",+34 666162987,milagros.martin@hotmail.com,41,Fiber + TV + Mobile (Unlimited),Annual,Family,High,Low,91.94,1,284,6,High,Low Data Allowance,Extra Data Package
Adrian,Gutierrez,"Sevilla, España",+34 642432088,adrian.gutierrez@hotmail.com,23,Fiber Only (Premium),Monthly,Single,Low,High,46.09,10,270,0,Low,,
Matias,Cruz,"Zaragoza, España",+34 689290984,matias.cruz@hotmail.com,48,Mobile + Fiber (Standard),Annual,Family,Low,High,54.7,6,177,3,Medium,,
Luis,Ortiz,"Zaragoza, España",+34 649500542,luis.ortiz@hotmail.com,77,Mobile - Unlimited,Monthly,Family,Low,Low,46.06,1,273,4,High,No Longer Needed,Contract Freeze
Alberto,Delgado,"Sevilla, España",+34 633456109,alberto.delgado@hotmail.com,21,Mobile - Basic,Monthly,Family,High,Medium,17.67,10,296,1,Medium,,
Eva,Navarro,"Málaga, España",+34 611464817,eva.navarro@hotmail.com,36,Fiber + TV + Mobile (Premium),Monthly,Family,Medium,Low,74.96,2,279,4,Medium,,
Belen,Gonzalez,"Bilbao, España",+34 626789728,belen.gonzalez@hotmail.com,37,Mobile - Standard,Monthly,Couple,High,High,24.16,3,55,2,Low,,
Enrique,Aguilar,"Madrid, España",+34 642110599,enrique.aguilar@hotmail.com,32,Mobile + Fiber (Standard),Annual,Family,Medium,High,52.49,9,221,3,Low,,
Emma,Flores,"Barcelona, España",+34 649635662,emma.flores@hotmail.com,49,Fiber + TV,Monthly,Couple,Low,Low,31.58,2,77,0,High,Moving to Another Provider,
Patricia,Molina,"Sevilla, España",+34 663583560,patricia.molina@hotmail.com,47,Fiber + TV + Mobile (Unlimited),Monthly,Single,Low,Medium,99.7,8,135,6,Medium,,
Teresa,Romero,"Bilbao, España",+34 629852737,teresa.romero@hotmail.com,79,Mobile - Standard,Monthly,Single,Medium,Low,20.94,3,38,2,High,Poor Service,
Daniel,Ramos,"Málaga, España",+34 657785294,daniel.ramos@hotmail.com,28,Mobile - Basic,Monthly,Couple,Low,Medium,14.52,10,23,1,High,No Longer Needed,
Hugo,Torres,"Málaga, España",+34 604449872,hugo.torres@hotmail.com,47,Fiber + TV + Mobile (Premium),Monthly,Couple,Low,High,78.96,7,46,4,Low,,
Andrea,Vega,"Zaragoza, España",+34 606178433,andrea.vega@hotmail.com,35,Fiber + TV + Mobile (Basic),Annual,Couple,Low,Low,54.51,1,257,2,Medium,,
Maria,Alvarez,"Madrid, España",+34 626796453,maria.alvarez@hotmail.com,50,Fiber + TV,Monthly,Single,Medium,Medium,38.12,8,47,0,High,Moving to Another Provider,Loyalty Bonus
Miguel,Santos,"Sevilla, España",+34 685025403,miguel.santos@hotmail.com,39,Fiber + TV,Annual,Couple,Low,Low,30.81,5,218,0,Medium,,
Alejandro,Dominguez,"Zaragoza, España",+34 629036349,alejandro.dominguez@hotmail.com,54,Mobile + Fiber (Standard),Annual,Couple,High,Medium,57.66,9,269,3,Low,,
Alicia,Ramirez,"Zaragoza, España",+34 621819026,alicia.ramirez@hotmail.com,20,Fiber + TV + Mobile (Unlimited),Annual,Couple,Medium,Low,91.0,4,199,6,High,Poor Service,
Julian,Gomez,"Valencia, España",+34 663848156,julian.gomez@hotmail.com,74,Mobile - Unlimited,Annual,Single,Low,High,47.8,5,132,4,Low,,
Javier,Fernandez,"Bilbao, España",+34 651147323,javier.fernandez@hotmail.com,34,Fiber + TV + Mobile (Unlimited),Monthly,Family,Medium,Medium,94.01,10,76,6,Low,,
Julia,Campos,"Valencia, España",+34 655189293,julia.campos@hotmail.com,28,Mobile - Basic,Monthly,Couple,Low,Medium,19.92,7,265,1,Low,,
David,Marquez,"Barcelona, España",+34 697017438,david.marquez@hotmail.com,76,Fiber Only (Basic),Annual,Single,Medium,Low,26.82,2,254,0,High,No Longer Needed,Contract Freeze
Jose,Garcia,"Zaragoza, España",+34 621156149,jose.garcia@hotmail.com,71,Fiber Only (Premium),Monthly,Family,Low,Low,49.37,3,54,0,High,Poor Service,
Bianca,Herrera,"Bilbao, España",+34 644826836,bianca.herrera@hotmail.com,52,Fiber + TV,Annual,Couple,Low,High,36.75,4,54,0,Low,,
Olga,Castro,"Málaga, España",+34 628364191,olga.castro@hotmail.com,52,Mobile - Standard,Monthly,Family,Low,Medium,27.14,1,153,2,Low,,
Martina,Martinez,"Barcelona, España",+34 606149429,martina.martinez@hotmail.com,43,Fiber + TV + Mobile (Premium),Annual,Family,High,High,70.94,7,133,4,Low,,
Veronica,Sanchez,"Madrid, España",+34 641039312,veronica.sanchez@hotmail.com,61,Mobile - Basic,Annual,Family,Medium,Low,15.5,5,60,1,High,Moving to Another Provider,
Noelia,Moreno,"Barcelona, España",+34 613842596,noelia.moreno@hotmail.com,58,Fiber Only (Premium),Monthly,Single,Low,Medium,49.94,10,145,0,Low,,
Valeria,Morales,"Valencia, España",+34 620011768,valeria.morales@hotmail.com,59,Fiber + TV + Mobile (Unlimited),Monthly,Single,Medium,High,94.69,1,212,6,Low,,
Estefania,Ortega,"Bilbao, España",+34 646622759,estefania.ortega@hotmail.com,60,Fiber + TV + Mobile (Premium),Annual,Couple,Low,High,70.16,6,124,4,Low,,
Fatima,Diaz,"Málaga, España",+34 640723575,fatima.diaz@hotmail.com,69,Fiber + TV + Mobile (Unlimited),Annual,Couple,High,Medium,93.04,1,166,6,High,No Longer Needed,Contract Freeze
Pedro,Leon,"Zaragoza, España",+34 650405717,pedro.leon@hotmail.com,46,Fiber + TV,Annual,Family,Low,High,37.74,8,258,0,Low,,
Raquel,Reyes,"Barcelona, España",+34 677258724,raquel.reyes@hotmail.com,34,Fiber Only (Premium),Monthly,Couple,High,High,44.83,6,33,0,Low,,
Lorena,Castillo,"Zaragoza, España",+34 633550357,lorena.castillo@hotmail.com,29,Mobile - Standard,Monthly,Couple,Medium,Medium,24.71,6,86,2,Medium,,
Beatriz,Gil,"Sevilla, España",+34 652115786,beatriz.gil@hotmail.com,51,Mobile - Basic,Annual,Couple,High,Medium,11.55,4,125,1,Low,,
Rosa,Muñoz,"Valencia, España",+34 699279336,rosa.muñoz@hotmail.com,31,Mobile - Standard,Monthly,Couple,Medium,Medium,29.23,1,72,2,Medium,,
Roberto,Vazquez,"Barcelona, España",+34 656886198,roberto.vazquez@hotmail.com,61,Fiber + TV + Mobile (Premium),Monthly,Single,Medium,High,71.08,2,149,4,Low,,
Marta,Lopez,"Valencia, España",+34 668366416,marta.lopez@hotmail.com,22,Fiber + TV + Mobile (Premium),Monthly,Couple,Medium,Medium,72.65,1,49,4,Low,,
Angela,Mendez,"Madrid, España",+34 616473022,angela.mendez@hotmail.com,31,Fiber Only (Premium),Annual,Couple,Medium,Medium,46.95,7,197,0,Low,,
Violeta,Hernandez,"Valencia, España",+34 618607636,violeta.hernandez@hotmail.com,73,Mobile + Fiber (Standard),Monthly,Single,High,Low,52.45,4,61,3,High,Better Offers Elsewhere,
Juan,Jimenez,"Sevilla, España",+34 652106294,juan.jimenez@hotmail.com,44,Mobile + Fiber (Standard),Annual,Family,Medium,High,53.12,6,187,3,Low,,
Joaquin,Perez,"Madrid, España",+34 621313627,joaquin.perez@hotmail.com,34,Fiber + TV + Mobile (Unlimited),Annual,Single,Low,High,91.51,9,194,6,Medium,,
Tamara,Rodriguez,"Zaragoza, España",+34 669850479,tamara.rodriguez@hotmail.com,61,Fiber Only (Premium),Monthly,Couple,Low,Medium,45.73,9,168,0,Low,,
